WD18CD,WD18NM,WD18NMW,FID
E05009483,Stoney Street,,2322
E05008146,Bridgnorth West and Tasley,,2323
E05001810,Ketton,,2324
E05002071,Thornbury North,,2325
E05008736,Hollybush and Longton West,,2326
E05009484,Sutton Walls,,2327
E05008147,Broseley,,2328
E05001811,Langham,,2329
E05002072,Thornbury South and Alveston,,2330
E05008737,Joiner's Square,,2331
E05009485,Three Crosses,,2332
E05008148,Brown Clee,,2333
E05001812,Lyddington,,2334
E05002073,Westerleigh,,2335
E05008738,Lightwood North and Normacot,,2336
E05009486,Tupsley,,2337
E05008149,Burnell,,2338
E05001813,Martinsthorpe,,2339
E05002074,Winterbourne,,2340
E05008739,Little Chell and Stanfield,,2341
E05009487,Weobley,,2342
E05008150,Castlefields and Ditherington,,2343
E05001814,Normanton,,2344
E05002075,Woodstock,,2345
E05008740,Meir Hay,,2346
E05009488,Whitecross,,2347
E05008151,Cheswardine,,2348
E05001815,Oakham North East,,2349
E05002076,Yate Central,,2350
E05008741,Meir North,,2351
E05009489,Widemarsh,,2352
E05008152,Chirbury and Worthen,,2353
E05002077,Yate North,,2354
E05009490,Wormside,,2355
E05008153,Church Stretton and Craven Arms,,2356
E05009966,Admaston & Bratton,,2357
E05008154,Clee,,2358
E05009967,Apley Castle,,2359
E05008155,Cleobury Mortimer,,2360
E05009968,Arleston,,2361
E05008156,Clun,,2362
E05009969,Brookside,,2363
E05008157,Copthorne,,2364
E05009970,Church Aston & Lilleshall,,2365
E05008158,Corvedale,,2366
E05009971,College,,2367
E05008159,Ellesmere Urban,,2368
E05009972,Dawley & Aqueduct,,2369
E05008160,Harlescott,,2370
E05009973,Donnington,,2371
E05008161,Highley,,2372
E05009974,Dothill,,2373
E05008162,Hodnet,,2374
E05009975,Edgmond & Ercall Magna,,2375
E05008163,Llanymynech,,2376
E05009976,Ercall,,2377
E05008164,Longden,,2378
E05009977,Hadley & Leegomery,,2379
E05008165,Loton,,2380
E05009978,Haygate,,2381
E05008166,Ludlow East,,2382
E05009979,Horsehay & Lightmoor,,2383
E05008167,Ludlow North,,2384
E05009980,Ironbridge Gorge,,2385
E05008168,Ludlow South,,2386
E05008169,Market Drayton East,,2387
E05008170,Market Drayton West,,2388
E05008171,Meole,,2389
E05008172,Rea Valley,,2390
E05008173,Monkmoor,,2391
E05008174,Much Wenlock,,2392
E05009282,Oswestry East,,2393
E05009283,Oswestry South,,2394
E05009981,Ketley & Overdale,,2395
E05009982,Madeley & Sutton Hill,,2396
E05009983,Malinslee & Dawley Bank,,2397
E05009984,Muxton,,2398
E05009985,Newport North & West,,2399
E05009986,Newport South & East,,2400
E05009259,St Keverne and Meneage,,2401
E05009260,St Mawgan and Colan,,2402
E05009261,St Mewan,,2403
E05009262,St Minver and St Endellion,,2404
E05009263,St Stephen-In-Brannel,,2405
E05009264,St Teath and St Breward,,2406
E05009265,Saltash East,,2407
E05009266,Saltash North,,2408
E05009267,Saltash South,,2409
E05009268,Saltash West,,2410
E05009269,Stokeclimsland,,2411
E05009270,Threemilestone and Gloweth,,2412
E05009271,Tintagel,,2413
E05009272,Torpoint East,,2414
E05009273,Torpoint West,,2415
E05009274,Trelawny,,2416
E05009275,Truro Boscawen,,2417
E05009276,Truro Redannick,,2418
E05009277,Truro Tregolls,,2419
E05009278,Truro Trehaverne,,2420
E05009279,Wadebridge East,,2421
E05009280,Wadebridge West,,2422
E05011090,Bryher,,2423
E05011091,St Agnes,,2424
E05011092,St Martin's,,2425
E05011093,St Mary's,,2426
E05011094,Tresco,,2427
E05002078,Budshead,,2428
E05002079,Compton,,2429
E05002080,Devonport,,2430
E05002081,Drake,,2431
E05002082,Efford and Lipson,,2432
E05002083,Eggbuckland,,2433
E05002084,Ham,,2434
E05002085,Honicknowle,,2435
E05002086,Moor View,,2436
E05002087,Peverell,,2437
E05002088,Plympton Chaddlewood,,2438
E05002089,Plympton Erle,,2439
E05002090,Plympton St Mary,,2440
E05002091,Plymstock Dunstone,,2441
E05002092,Plymstock Radford,,2442
E05002093,St Budeaux,,2443
E05002094,St Peter and the Waterfront,,2444
E05002095,Southway,,2445
E05002096,Stoke,,2446
E05002097,Sutton and Mount Gould,,2447
E05002098,Berry Head-with-Furzeham,,2448
E05002099,Blatchcombe,,2449
E05002100,Churston-with-Galmpton,,2450
E05002207,Saints,,2451
E05002208,South,,2452
E05002209,Stopsley,,2453
E05002210,Sundon Park,,2454
E05002211,Wigmore,,2455
E05008751,Brickhill,,2456
E05008752,Bromham and Biddenham,,2457
E05008753,Castle,,2458
E05008754,Cauldwell,,2459
E05008755,Clapham,,2460
E05008756,De Parys,,2461
E05008757,Eastcotts,,2462
E05008758,Elstow and Stewartby,,2463
E05008759,Goldington,,2464
E05008760,Great Barford,,2465
E05008761,Harpur,,2466
E05008762,Harrold,,2467
E05008763,Kempston Central and East,,2468
E05008764,Kempston North,,2469
E05008765,Kempston Rural,,2470
E05008766,Kempston South,,2471
E05008767,Kempston West,,2472
E05008768,Kingsbrook,,2473
E05008769,Newnham,,2474
E05008770,Oakley,,2475
E05008771,Putnoe,,2476
E05008772,Queens Park,,2477
E05008773,Riseley,,2478
E05008774,Sharnbrook,,2479
E05008775,Wilshamstead,,2480
E05008776,Wootton,,2481
E05008777,Wyboston,,2482
E05008778,Ampthill,,2483
E05008779,Arlesey,,2484
E05008780,Aspley and Woburn,,2485
E05008781,Barton-le-Clay,,2486
E05008782,Biggleswade North,,2487
E05008783,Biggleswade South,,2488
E05008784,Caddington,,2489
E05008785,Cranfield and Marston Moretaine,,2490
E05002101,Clifton-with-Maidenway,,2491
E05008361,Durrington and Larkhill,,2492
E05008786,Dunstable-Central,,2493
E05008787,Dunstable-Icknield,,2494
E05008788,Dunstable-Manshead,,2495
E05008789,Dunstable-Northfields,,2496
E05008790,Dunstable-Watling,,2497
E05008791,Eaton Bray,,2498
E05008792,Flitwick,,2499
E05008793,Heath and Reach,,2500
E05008794,Houghton Conquest and Haynes,,2501
E05008795,Houghton Hall,,2502
E05008957,Eastcott,,2503
E05008411,Warminster Copheap and Wylye,,2504
E05009209,"Mabe, Perranarworthal and St Gluvias",,2505
E05002102,Cockington-with-Chelston,,2506
E05002103,Ellacombe,,2507
E05002104,Goodrington-with-Roselands,,2508
E05002105,Preston,,2509
E05002106,Roundham-with-Hyde,,2510
E05002107,St Marychurch,,2511
E05002108,St Mary's-with-Summercombe,,2512
E05002109,Shiphay-with-the-Willows,,2513
E05002110,Tormohun,,2514
E05002111,Watcombe,,2515
E05002112,Wellswood,,2516
E05002113,Boscombe East,,2517
E05002114,Boscombe West,,2518
E05002115,Central,,2519
E05009210,Marazion and Perranuthnoe,,2520
E05002116,East Cliff and Springbourne,,2521
E05008362,Ethandune,,2522
E05009211,Menheniot,,2523
E05008412,Warminster East,,2524
E05002117,East Southbourne and Tuckton,,2525
E05008363,Fovant and Chalke Valley,,2526
E05009212,Mevagissey,,2527
E05008413,Warminster West,,2528
E05002118,Kinson North,,2529
E05008364,Hilperton,,2530
E05009213,Mount Charles,,2531
E05008414,Warminster Without,,2532
E05002119,Kinson South,,2533
E05008365,Holt and Staverton,,2534
E05009214,Mount Hawke and Portreath,,2535
E05008415,West Selkley,,2536
E05002120,Littledown and Iford,,2537
E05008366,Kington,,2538
E05009215,Mullion and Grade-Ruan,,2539
E05008416,Westbury East,,2540
E05002121,Moordown,,2541
E05008367,"Laverstock, Ford and Old Sarum",,2542
E05009216,Newlyn and Goonhavern,,2543
E05008417,Westbury North,,2544
E05002122,Queen's Park,,2545
E05008368,Ludgershall and Perham Down,,2546
E05009217,Newlyn and Mousehole,,2547
E05008418,Westbury West,,2548
E05002123,Redhill and Northbourne,,2549
E05008369,Lyneham,,2550
E05009218,Newquay Central,,2551
E05008419,Wilton and Lower Wylye Valley,,2552
E05002124,Strouden Park,,2553
E05008370,Malmesbury,,2554
E05009219,Newquay Pentire,,2555
E05008420,Winsley and Westwood,,2556
E05002125,Talbot and Branksome Woods,,2557
E05008371,Marlborough East,,2558
E05009220,Newquay Treloggan,,2559
E05008421,Winterslow,,2560
E05002126,Throop and Muscliff,,2561
E05008372,Marlborough West,,2562
E05009221,Newquay Tretherras,,2563
E05008422,Royal Wootton Bassett East,,2564
E05002127,Wallisdown and Winton West,,2565
E05008373,Melksham Central,,2566
E05009222,Newquay Treviglas,,2567
E05008423,Royal Wootton Bassett North,,2568
E05002128,West Southbourne,,2569
E05008374,Melksham North,,2570
E05009223,Padstow,,2571
E05008424,Royal Wootton Bassett South,,2572
E05009159,Altarnun,,2573
E05002129,Westbourne and West Cliff,,2574
E05008375,Melksham South,,2575
E05009224,Par and St Blazey Gate,,2576
E05010805,Barnack,,2577
E05009160,Bodmin St Leonard,,2578
E05002130,Winton East,,2579
E05008376,Melksham Without North,,2580
E05009225,Penryn East and Mylor,,2581
E05010806,Bretton,,2582
E05008958,Gorse Hill and Pinehurst,,2583
E05009161,Bodmin St Mary's,,2584
E05010534,Alderney,,2585
E05008377,Melksham Without South,,2586
E05009226,Penryn West,,2587
E05010807,Central,,2588
E05010756,Haydon Wick,,2589
E05010535,Branksome East,,2590
E05009162,Bodmin St Petroc,,2591
E05009163,"Breage, Germoe and Sithney",,2592
E05009164,Bude,,2593
E05009165,Bugle,,2594
E05009166,Callington,,2595
E05009167,Camborne Pendarves,,2596
E05009168,Camborne Roskear,,2597
E05009169,Camborne Trelowarren,,2598
E05009170,Camborne Treslothan,,2599
E05009171,Camborne Treswithian,,2600
E05009172,Camelford,,2601
E05009173,"Carharrack, Gwennap and St Day",,2602
E05009174,"Chacewater, Kenwyn and Baldhu",,2603
E05009175,"Constantine, Mawnan and Budock",,2604
E05009176,Crowan and Wendron,,2605
E05009177,Falmouth Arwenack,,2606
E05010536,Branksome West,,2607
E05009227,Penwithick and Boscoppa,,2608
E05010537,Broadstone,,2609
E05009178,Falmouth Boslowick,,2610
E05008960,"Liden, Eldene and Park South",,2611
E05010808,Dogsthorpe,,2612
E05008378,Mere,,2613
E05009228,Penzance Central,,2614
E05010809,East,,2615
E05008379,Minety,,2616
E05010538,Canford Cliffs,,2617
E05009229,Penzance East,,2618
E05010810,"Eye, Thorney and Newborough",,2619
E05008380,Nadder and East Knoyle,,2620
E05010539,Canford Heath East,,2621
E05009230,Penzance Promenade,,2622
E05010811,Fletton and Stanground,,2623
E05008381,Pewsey,,2624
E05010540,Canford Heath West,,2625
E05009231,Perranporth,,2626
E05010812,Fletton and Woodston,,2627
E05008382,Pewsey Vale,,2628
E05010541,Creekmoor,,2629
E05009232,Pool and Tehidy,,2630
E05010813,Glinton and Castor,,2631
E05008383,Purton,,2632
E05010542,Hamworthy East,,2633
E05009233,Porthleven and Helston West,,2634
E05010814,Gunthorpe,,2635
E05008384,Redlynch and Landford,,2636
E05010543,Hamworthy West,,2637
E05009234,Poundstock,,2638
E05010815,Hampton Vale,,2639
E05008385,Roundway,,2640
E05010544,Merley & Bearwood,,2641
E05009235,"Probus, Tregony and Grampound",,2642
E05010816,Hargate and Hempsted,,2643
E05008386,Salisbury Bemerton,,2644
E05010545,Newtown,,2645
E05009236,Rame Peninsular,,2646
E05010817,North,,2647
E05008387,Salisbury Fisherton and Bemerton Village,,2648
E05010546,Oakdale,,2649
E05009237,Redruth Central,,2650
E05010818,Orton Longueville,,2651
E05008388,Salisbury Harnham,,2652
E05010547,Parkstone,,2653
E05009238,Redruth North,,2654
E05010819,Orton Waterville,,2655
E05008389,Salisbury St Edmund and Milford,,2656
E05010548,Penn Hill,,2657
E05009239,Redruth South,,2658
E05010820,Park,,2659
E05008390,Salisbury St Francis and Stratford,,2660
E05010549,Poole Town,,2661
E05009240,Roche,,2662
E05010821,Paston and Walton,,2663
E05008391,Salisbury St Mark's and Bishopdown,,2664
E05010755,Blunsdon and Highworth,,2665
E05009241,Roseland,,2666
E05010822,Ravensthorpe,,2667
E05008392,Salisbury St Martin's and Cathedral,,2668
E05008954,Central,,2669
E05009242,St Agnes,,2670
E05010823,Stanground South,,2671
E05008393,Salisbury St Paul's,,2672
E05008955,Chiseldon and Lawn,,2673
E05009243,St Austell Bay,,2674
E05010824,Werrington,,2675
E05008394,Sherston,,2676
E05008956,Covingham and Dorcan,,2677
E05009244,St Austell Bethel,,2678
E05010825,West,,2679
E05008395,Southwick,,2680
E05009245,St Austell Gover,,2681
E05010826,Wittering,,2682
E05008396,Summerham and Seend,,2683
E05009246,St Austell Poltair,,2684
E05002193,Barnfield,,2685
E05008397,The Collingbournes and Netheravon,,2686
E05009247,St Blazey,,2687
E05009248,St Buryan,,2688
E05009249,St Cleer,,2689
E05009250,St Columb Major,,2690
E05009251,St Dennis and Nanpean,,2691
E05009252,"St Dominick, Harrowbarrow and Kelly Bray",,2692
E05009253,St Enoder,,2693
E05009254,St Germans and Landulph,,2694
E05009255,St Issey and St Tudy,,2695
E05009256,St Ives East,,2696
E05009257,St Ives West,,2697
E05009258,St Just In Penwith,,2698
E05009179,Falmouth Penwerris,,2699
E05008961,Lydiard and Freshbrook,,2700
E05002194,Biscot,,2701
E05008398,The Lavingtons and Erlestoke,,2702
E05008962,Mannington and Western,,2703
E05002195,Bramingham,,2704
E05008399,Tidworth,,2705
E05009180,Falmouth Smithick,,2706
E05008963,Old Town,,2707
E05002196,Challney,,2708
E05008400,Till and Wylye Valley,,2709
E05009181,Falmouth Trescobeas,,2710
E05010757,Penhill and Upper Stratton,,2711
E05002197,Crawley,,2712
E05008401,Tisbury,,2713
E05009182,Feock and Playing Place,,2714
E05008965,Priory Vale,,2715
E05002198,Dallow,,2716
E05008402,Trowbridge Adcroft,,2717
E05009183,Four Lanes,,2718
E05008966,Ridgeway,,2719
E05002199,Farley,,2720
E05008403,Trowbridge Central,,2721
E05009184,Fowey and Tywardreath,,2722
E05008967,Rodbourne Cheney,,2723
E05002200,High Town,,2724
E05008404,Trowbridge Drynham,,2725
E05009185,Grenville and Stratton,,2726
E05008968,St Andrews,,2727
E05002201,Icknield,,2728
E05008405,Trowbridge Grove,,2729
E05009186,Gulval and Heamoor,,2730
E05008969,St Margaret and South Marston,,2731
E05002202,Leagrave,,2732
E05008406,Trowbridge Lambrok,,2733
E05009187,Gunnislake and Calstock,,2734
E05008970,Shaw,,2735
E05002203,Lewsey,,2736
E05008407,Trowbridge Park,,2737
E05009188,Gwinear-Gwithian and St Erth,,2738
E05008971,Walcot and Park North,,2739
E05002204,Limbury,,2740
E05008408,Trowbridge Paxcroft,,2741
E05009189,Hayle North,,2742
E05008972,Wroughton and Wichelstowe,,2743
E05002205,Northwell,,2744
E05008409,Urchfont and The Cannings,,2745
E05009190,Hayle South,,2746
E05008327,Aldbourne and Ramsbury,,2747
E05002206,Round Green,,2748
E05008410,Warminster Broadway,,2749
E05009191,Helston North,,2750
E05008328,Alderbury and Whiteparish,,2751
E05009192,Helston South,,2752
E05008329,Amesbury East,,2753
E05009193,Illogan,,2754
E05008330,Amesbury West,,2755
E05009194,"Ladock, St Clement and St Erme",,2756
E05008331,Bourne and Woodford Valley,,2757
E05009195,Lanivet and Blisland,,2758
E05008332,Box and Colerne,,2759
E05009196,Lanner and Stithians,,2760
E05008333,Bradford-on-Avon North,,2761
E05009197,Launceston Central,,2762
E05008334,Bradford-on-Avon South,,2763
E05009198,Launceston North and North Petherwin,,2764
E05008335,Brinkworth,,2765
E05009199,Launceston South,,2766
E05008336,"Bromham, Rowde and Potterne",,2767
E05009200,Lelant and Carbis Bay,,2768
E05008337,"Bulford, Allington and Figheldean",,2769
E05009201,Liskeard East,,2770
E05008338,Burbage and the Bedwyns,,2771
E05009202,Liskeard North,,2772
E05008339,By Brook,,2773
E05009203,Liskeard West and Dobwalls,,2774
E05008340,Calne Central,,2775
E05009204,Looe East,,2776
E05008341,Calne Chilvester and Abberd,,2777
E05009205,"Looe West, Lansallos and Lanteglos",,2778
E05008342,Calne North,,2779
E05009206,Lostwithiel,,2780
E05008343,Calne Rural,,2781
E05008344,Calne South and Cherhill,,2782
E05008345,Chippenham Cepen Park and Derriads,,2783
E05008346,Chippenham Cepen Park and Redlands,,2784
E05008347,Chippenham Hardenhuish,,2785
E05008348,Chippenham Hardens and England,,2786
E05008349,Chippenham Lowden and Rowden,,2787
E05008350,Chippenham Monkton,,2788
E05008351,Chippenham Pewsham,,2789
E05008352,Chippenham Queens and Sheldon,,2790
E05008353,Corsham Pickwick,,2791
E05008354,Corsham Town,,2792
E05008355,Corsham Without and Box Hill,,2793
E05008356,Cricklade and Latton,,2794
E05008357,Devizes and Roundway South,,2795
E05008358,Devizes East,,2796
E05008359,Devizes North,,2797
E05008360,Downton and Ebble Valley,,2798
E05009207,Ludgvan,,2799
E05009208,Lynher,,2800
E05009351,Wexham Lea,,2801
E05002349,Ascot and Cheapside,,2802
E05002350,Belmont,,2803
E05002351,Bisham and Cookham,,2804
E05002352,Boyn Hill,,2805
E05002353,Bray,,2806
E05002354,Castle Without,,2807
E05002355,Clewer East,,2808
E05002356,Clewer North,,2809
E05002357,Clewer South,,2810
E05002358,Cox Green,,2811
E05002359,Datchet,,2812
E05002360,Eton and Castle,,2813
E05002361,Eton Wick,,2814
E05002362,Furze Platt,,2815
E05002363,Horton and Wraysbury,,2816
E05008510,Shanklin Central,,2817
E05002364,Hurley and Walthams,,2818
E05002365,Maidenhead Riverside,,2819
E05002366,Old Windsor,,2820
E05002367,Oldfield,,2821
E05002249,Chatham Central,,2822
E05002299,Downlands,,2823
W05000072,Harlech,Harlech,2824
E05002452,Paulsgrove,,2825
E05008511,Shanklin South,,2826
E05002250,Cuxton and Halling,,2827
E05002368,Park,,2828
E05002300,Falkland,,2829
W05000073,Hendre,Hendre,2830
E05002453,St Jude,,2831
E05008512,Totland,,2832
E05002251,Gillingham North,,2833
E05002369,Pinkneys Green,,2834
E05002301,Greenham,,2835
W05000074,Hirael,Hirael,2836
E05002454,St Thomas,,2837
E05008513,Ventnor East,,2838
E05002252,Gillingham South,,2839
E05002370,Sunningdale,,2840
E05002302,Hungerford,,2841
W05000075,Llanaelhaearn,Llanaelhaearn,2842
E05002455,Bargate,,2843
E05008514,Ventnor West,,2844
E05002253,Hempstead and Wigmore,,2845
E05002371,Sunninghill and South Ascot,,2846
E05002303,Kintbury,,2847
W05000076,Llanbedr,Llanbedr,2848
E05002456,Bassett,,2849
E05008515,West Wight,,2850
E05002254,Lordswood and Capstone,,2851
E05002372,Arborfield,,2852
E05002304,Lambourn Valley,,2853
W05000077,Llanbedrog,Llanbedrog,2854
E05002457,Bevois,,2855
E05008516,Whippingham and Osborne,,2856
E05002255,Luton and Wayfield,,2857
E05002373,Barkham,,2858
E05002305,Mortimer,,2859
W05000078,Llanberis,Llanberis,2860
E05002458,Bitterne,,2861
E05008517,Wootton Bridge,,2862
E05002256,Peninsula,,2863
E05002374,Bulmershe and Whitegates,,2864
E05002306,Northcroft,,2865
W05000079,Llandderfel,Llandderfel,2866
E05002459,Bitterne Park,,2867
W05000981,Aethwy,Aethwy,2868
E05002257,Princes Park,,2869
E05002375,Charvil,,2870
E05002307,Pangbourne,,2871
W05000080,Llanengan,Llanengan,2872
E05002460,Coxford,,2873
W05000982,Bro Aberffraw,Bro Aberffraw,2874
E05002258,Rainham Central,,2875
E05002376,Coronation,,2876
E05002308,Purley on Thames,,2877
W05000081,Llangelynin,Llangelynnin,2878
E05002461,Freemantle,,2879
W05000983,Bro Rhosyr,Bro Rhosyr,2880
E05002259,Rainham North,,2881
E05002377,Emmbrook,,2882
E05002309,St Johns,,2883
W05000082,Llanllyfni,Llanllyfni,2884
E05002462,Harefield,,2885
E05002463,Millbrook,,2886
E05002464,Peartree,,2887
E05002465,Portswood,,2888
E05002466,Redbridge,,2889
E05002467,Shirley,,2890
E05002468,Sholing,,2891
E05002469,Swaythling,,2892
E05002470,Woolston,,2893
E05008479,Arreton and Newchurch,,2894
E05008480,Binstead and Fishbourne,,2895
E05008481,"Brading, St Helens and Bembridge",,2896
E05008482,Carisbrooke,,2897
E05008483,Central Wight,,2898
E05008484,"Chale, Niton and Whitwell",,2899
E05008485,Cowes Medina,,2900
E05008486,Cowes North,,2901
E05008487,Cowes South and Northwood,,2902
E05008488,Cowes West and Gurnard,,2903
E05008489,East Cowes,,2904
E05008490,Freshwater North,,2905
E05008491,Freshwater South,,2906
E05008492,Godshill and Wroxall,,2907
E05008493,"Havenstreet, Ashey and Haylands",,2908
E05008494,Lake North,,2909
E05008495,Lake South,,2910
E05008496,Nettlestone and Seaview,,2911
E05008497,Newport Central,,2912
E05008498,Newport East,,2913
E05008499,Newport North,,2914
E05008500,Newport South,,2915
E05008501,Newport West,,2916
E05008502,Parkhurst,,2917
E05008503,Ryde East,,2918
E05008504,Ryde North East,,2919
E05008505,Ryde North West,,2920
E05008506,Ryde South,,2921
E05008507,Ryde West,,2922
E05008508,Sandown North,,2923
E05008509,Sandown South,,2924
E05008796,Leighton Buzzard North,,2925
E05002310,Speen,,2926
W05000984,Caergybi,Caergybi,2927
W05000083,Llanrug,Llanrug,2928
E05002311,Sulhamstead,,2929
E05002260,Rainham South,,2930
W05000985,Canolbarth Môn,Canolbarth Môn,2931
W05000084,Llanuwchllyn,Llanuwchllyn,2932
E05002312,Thatcham Central,,2933
E05002261,River,,2934
W05000986,Llifôn,Llifôn,2935
W05000085,Llanwnda,Llanwnda,2936
E05002378,Evendons,,2937
E05002313,Thatcham North,,2938
E05002262,Rochester East,,2939
E05009407,Bletchley Park,,2940
W05000987,Lligwy,Lligwy,2941
W05000086,Llanystumdwy,Llanystumdwy,2942
E05002379,Finchampstead North,,2943
E05002314,Thatcham South and Crookham,,2944
E05002263,Rochester South and Horsted,,2945
W05000988,Seiriol,Seiriol,2946
E05009408,Bletchley West,,2947
W05000087,Marchog,Marchog,2948
E05002380,Finchampstead South,,2949
E05002315,Thatcham West,,2950
E05002264,Rochester West,,2951
W05000989,Talybolion,Talybolion,2952
E05008797,Leighton Buzzard South,,2953
E05009409,Bradwell,,2954
W05000088,Menai (Bangor),Menai (Bangor),2955
E05002381,Hawkedon,,2956
E05002316,Theale,,2957
E05002265,Strood North,,2958
W05000990,Twrcelyn,Twrcelyn,2959
E05008798,Linslade,,2960
E05009410,Broughton,,2961
W05000089,Menai (Caernarfon),Menai (Caernarfon),2962
E05002382,Hillside,,2963
E05002317,Victoria,,2964
E05002266,Strood Rural,,2965
W05000991,Ynys Gybi,Ynys Gybi,2966
E05008799,Northill,,2967
E05009411,Campbell Park & Old Woughton,,2968
W05000090,Morfa Nefyn,Morfa Nefyn,2969
E05002383,Hurst,,2970
E05002318,Westwood,,2971
E05002267,Strood South,,2972
W05000041,Aberdaron,Aberdaron,2973
E05008800,Parkside,,2974
E05009412,Central Milton Keynes,,2975
W05000091,Nefyn,Nefyn,2976
E05002384,Loddon,,2977
E05002319,Abbey,,2978
E05002268,Twydall,,2979
W05000042,Aberdovey,Aberdyfi,2980
E05008801,Potton,,2981
E05009413,Danesborough & Walton,,2982
W05000092,Ogwen,Ogwen,2983
E05002385,Maiden Erlegh,,2984
E05002320,Battle,,2985
E05002269,Walderslade,,2986
W05000043,Abererch,Abererch,2987
W05000044,Abermaw,Abermaw,2988
W05000045,Abersoch,Aber-soch,2989
W05000046,Arllechwedd,Arllechwedd,2990
W05000047,Bala,Y Bala,2991
W05000048,Bethel,Bethel,2992
W05000049,Bontnewydd,Bontnewydd,2993
W05000050,Botwnnog,Botwnnog,2994
W05000051,Bowydd and Rhiw,Bowydd a Rhiw,2995
W05000052,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,Brithdir a Llanfachreth/Ganllwyd/Llanelltyd,2996
W05000053,Bryn-crug/Llanfihangel,Bryn-crug/Llanfihangel,2997
W05000054,Cadnant,Cadnant,2998
W05000055,Clynnog,Clynnog,2999
W05000056,Corris/Mawddwy,Corris/Mawddwy,3000
E05009288,Aldersgate,,1
E05009387,Woodberry Down,,2
E05009289,Aldgate,,3
E05000250,Addison,,4
E05000251,Askew,,5
E05009290,Bassishaw,,6
E05009291,Billingsgate,,7
E05000252,Avonmore and Brook Green,,8
E05000253,College Park and Old Oak,,9
E05009292,Bishopsgate,,10
E05009293,Bread Street,,11
E05000254,Fulham Broadway,,12
E05000255,Fulham Reach,,13
E05009294,Bridge,,14
E05009295,Broad Street,,15
E05000256,Hammersmith Broadway,,16
E05000257,Munster,,17
E05009296,Candlewick,,18
E05009297,Castle Baynard,,19
E05000258,North End,,20
E05000259,Palace Riverside,,21
E05009298,Cheap,,22
E05009299,Coleman Street,,23
E05000260,Parsons Green and Walham,,24
E05000261,Ravenscourt Park,,25
E05009300,Cordwainer,,26
E05009301,Cornhill,,27
E05000262,Sands End,,28
E05000263,Shepherd's Bush Green,,29
E05009302,Cripplegate,,30
E05009303,Dowgate,,31
E05000264,Town,,32
E05000265,Wormholt and White City,,33
E05009304,Farringdon Within,,34
E05009305,Farringdon Without,,35
E05000266,Alexandra,,36
E05000267,Bounds Green,,37
E05009306,Langbourn,,38
E05009307,Lime Street,,39
E05000268,Bruce Grove,,40
E05000269,Crouch End,,41
E05009308,Portsoken,,42
E05009309,Queenhithe,,43
E05000270,Fortis Green,,44
E05000271,Harringay,,45
E05009310,Tower,,46
E05009311,Vintry,,47
E05000272,Highgate,,48
E05000273,Hornsey,,49
E05009312,Walbrook,,50
E05000026,Abbey,,51
E05000274,Muswell Hill,,52
E05000275,Noel Park,,53
E05000027,Alibon,,54
E05000028,Becontree,,55
E05000276,Northumberland Park,,56
E05000277,St Ann's,,57
E05000029,Chadwell Heath,,58
E05000030,Eastbrook,,59
E05000278,Seven Sisters,,60
E05000279,Stroud Green,,61
E05000031,Eastbury,,62
E05000032,Gascoigne,,63
E05000280,Tottenham Green,,64
E05000281,Tottenham Hale,,65
E05000033,Goresbrook,,66
E05000034,Heath,,67
E05000282,West Green,,68
E05000283,White Hart Lane,,69
E05000035,Longbridge,,70
E05000036,Mayesbrook,,71
E05000284,Woodside,,72
E05000285,Belmont,,73
E05000037,Parsloes,,74
E05000038,River,,75
E05000286,Canons,,76
E05000287,Edgware,,77
E05000039,Thames,,78
E05000040,Valence,,79
E05000288,Greenhill,,80
E05000289,Harrow on the Hill,,81
E05000041,Village,,82
E05000042,Whalebone,,83
E05000290,Harrow Weald,,84
E05000291,Hatch End,,85
E05000043,Brunswick Park,,86
E05000044,Burnt Oak,,87
E05000292,Headstone North,,88
E05000293,Headstone South,,89
E05000045,Childs Hill,,90
E05000046,Colindale,,91
E05000294,Kenton East,,92
E05000295,Kenton West,,93
E05000047,Coppetts,,94
E05000048,East Barnet,,95
E05000296,Marlborough,,96
E05000297,Pinner,,97
E05000049,East Finchley,,98
E05000050,Edgware,,99
E05000298,Pinner South,,100
E05000299,Queensbury,,101
E05000300,Rayners Lane,,102
E05000301,Roxbourne,,103
E05000302,Roxeth,,104
E05000303,Stanmore Park,,105
E05000304,Wealdstone,,106
E05000305,West Harrow,,107
E05000306,Brooklands,,108
E05000307,Cranham,,109
E05000308,Elm Park,,110
E05000309,Emerson Park,,111
E05000310,Gooshays,,112
E05000311,Hacton,,113
E05000312,Harold Wood,,114
E05000313,Havering Park,,115
E05000314,Heaton,,116
E05000315,Hylands,,117
E05000316,Mawneys,,118
E05000317,Pettits,,119
E05000318,Rainham and Wennington,,120
E05000319,Romford Town,,121
E05000320,St Andrew's,,122
E05000321,South Hornchurch,,123
E05000322,Squirrel's Heath,,124
E05000323,Upminster,,125
E05000324,Barnhill,,126
E05000325,Botwell,,127
E05000326,Brunel,,128
E05000327,Cavendish,,129
E05000328,Charville,,130
E05000329,Eastcote and East Ruislip,,131
E05000330,Harefield,,132
E05000331,Heathrow Villages,,133
E05000332,Hillingdon East,,134
E05000333,Ickenham,,135
E05000334,Manor,,136
E05000335,Northwood,,137
E05000336,Northwood Hills,,138
